timestamp,close,high,low,open,volume
2024-09-05,139.44000244140625,141.7100067138672,137.8300018310547,138.1999969482422,25023000
2024-09-06,134.35000610351562,139.1300048828125,132.11000061035156,138.6999969482422,39993500
2024-09-09,138.14999389648438,138.4499969482422,134.86000061035156,136.10000610351562,27194500
2024-09-10,142.83999633789062,143.0800018310547,137.25,139.05999755859375,37217500
2024-09-11,149.86000061035156,150.16000366210938,140.7100067138672,145.32000732421875,50935400
2024-09-12,150.77000427246094,151.5399932861328,147.64999389648438,148.42999267578125,29233700
2024-09-13,152.30999755859375,153.02999877929688,150.6999969482422,152.32000732421875,25117200
2024-09-16,152.0800018310547,154.44000244140625,150.91000366210938,151.6999969482422,27677800
2024-09-17,150.82000732421875,154.0399932861328,149.22999572753906,153.5500030517578,29889000
2024-09-18,148.2899932861328,152.82000732421875,148.00999450683594,150.89999389648438,26320100
2024-09-19,156.74000549316406,159.25,152.77000427246094,153.80999755859375,44500000
2024-09-20,155.9499969482422,157.4499969482422,152.47000122070312,156.0,40248200
2024-09-23,156.75,157.19000244140625,154.97000122070312,156.4499969482422,21728500
2024-09-24,158.32000732421875,159.63999938964844,154.5800018310547,157.4600067138672,27531200
2024-09-25,162.02000427246094,162.9499969482422,158.17999267578125,158.5,35233300
2024-09-26,167.49000549316406,168.67999267578125,164.0500030517578,167.05999755859375,38044900
2024-09-27,164.35000610351562,168.72999572753906,163.74000549316406,167.47999572753906,27876000
2024-09-30,164.0800018310547,165.0800018310547,162.17999267578125,163.10000610351562,21881600
2024-10-01,159.75,165.39999389648438,158.0800018310547,164.47999572753906,31831900
2024-10-02,159.77999877929688,163.10000610351562,158.6699981689453,159.30999755859375,24630400
2024-10-03,162.85000610351562,166.7899932861328,159.39999389648438,159.7100067138672,29598800
2024-10-04,170.89999389648438,171.2100067138672,164.4199981689453,166.52999877929688,44556500
2024-10-07,170.97000122070312,172.41000366210938,168.2100067138672,171.0800018310547,38379900
2024-10-08,172.8000030517578,173.60000610351562,170.0,171.75,34730200
2024-10-09,171.02000427246094,174.0500030517578,169.5500030517578,174.0500030517578,33890700
2024-10-10,164.17999267578125,172.00999450683594,162.0,169.75999450683594,75113600
2024-10-11,167.88999938964844,169.35000610351562,163.00999450683594,164.19000244140625,42136200
2024-10-14,165.27000427246094,168.89999389648438,165.14999389648438,167.77000427246094,31757200
2024-10-15,156.63999938964844,164.1300048828125,155.74000549316406,163.2100067138672,50768000
2024-10-16,156.1300048828125,158.27999877929688,154.9199981689453,158.07000732421875,30575800
2024-10-17,156.25,160.44000244140625,156.1999969482422,160.0,29491900
2024-10-18,155.97000122070312,158.00999450683594,155.55999755859375,157.41000366210938,23823000
2024-10-21,157.89999389648438,158.0,154.14999389648438,155.75999450683594,25781200
2024-10-22,154.08999633789062,156.74000549316406,151.91000366210938,156.60000610351562,34997400
2024-10-23,152.91000366210938,153.4499969482422,150.52000427246094,153.0,26095900
2024-10-24,153.44000244140625,155.19000244140625,152.35000610351562,154.74000549316406,22877000
2024-10-25,156.22999572753906,158.91000366210938,155.0500030517578,155.39999389648438,29758500
2024-10-28,159.9199981689453,160.27999877929688,157.0399932861328,158.5,36010100
2024-10-29,166.25,167.50999450683594,158.94000244140625,161.10000610351562,71896000
2024-10-30,148.60000610351562,153.1199951171875,148.10000610351562,153.00999450683594,87701700
2024-10-31,144.07000732421875,148.67999267578125,143.3300018310547,147.8000030517578,44386600
2024-11-01,141.86000061035156,144.5399932861328,141.32000732421875,144.44000244140625,39027400
2024-11-04,140.7100067138672,143.63999938964844,139.72000122070312,141.6999969482422,29117400
2024-11-05,141.66000366210938,143.0800018310547,140.8000030517578,141.94000244140625,27067300
